Unnamed: 0,id,name,address,postal_code,services,lat,lng
16,84847, Kannelmäen,"Klaneettitie 5, 00420 Helsinki",420,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Printer (Color)', 'Digital Support', 'Rainbow Shelf', 'Exhibition Space', 'Dogs Prohibited', 'Fitness Equipment', 'Open on Saturdays']",60.23882815,24.87617330044049
17,84861, Käpylän,"Väinölänkatu 5, 00610 Helsinki",610,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Printer (Color)', 'Rainbow Shelf', 'Exhibition Space']",60.21083285,24.947132847268136
18,84789, Karhusuon,"Karhuniitynkuja 3, 02810 Espoo",2810,"['E-Library (e-books, audiobooks, digital magazines)', 'Open on Saturdays']",60.22879065,24.620709169364225
19,84790, Kauklahden,"Hansakallio 2, 02780 Espoo",2780,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Open on Saturdays']",60.188629250000005,24.594197822074108
20,84779, Kauniaisten,"Palokunnantie 3, 02700 Kauniainen",2700,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Printer (Color)', 'Return Slot', 'Defibrillator']",60.21218035,24.718008541938506
21,84873, Koivukylän,"Ojalehdonkuja 1, 01400 Vantaa",1400,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Quiet Working Space', 'E-Newspaper Reading Devices', 'Dogs Prohibited', 'Open on Saturdays']",60.32439895,25.057685967137253
22,84863, Kontulan,"Ostostie 4, 00940 Helsinki",940,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Rainbow Shelf', 'Open on Saturdays']",60.2368383,25.0837604
23,84863, Kontulan,"Ostostie 4, 00940 Helsinki",940,"['E-Library (e-books, audiobooks, digital magazines)']",60.2368383,25.0837604
24,84750, Kontulan,"Kontukuja 5, 00940 Helsinki",940,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Rainbow Shelf', 'Open on Saturdays']",60.24350815,25.085541257574846
25,84750, Kontulan,"Kontukuja 5, 00940 Helsinki",940,"['E-Library (e-books, audiobooks, digital magazines)']",60.24350815,25.085541257574846
26,84751, Kustaankartanon,"Oltermannintie 32, 00620 Helsinki",620,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration']",60.22838335,24.947738001184163
27,84793, Laajalahden,"Kurkijoentie 24, 02140 Espoo",2140,"['E-Library (e-books, audiobooks, digital magazines)', 'Digital Support', 'Open on Saturdays']",60.20392715,24.805465948304693
28,84848, Laajasalon,"Yliskylän puistokatu 4, 00840 Helsinki",840,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Outdoor Games', 'Rainbow Shelf', 'Exhibition Space', 'Open on Saturdays']",60.17929085,25.051603732050765
29,84794, Laaksolahden,"Veininkatu 24, 02730 Espoo",2730,"['E-Library (e-books, audiobooks, digital magazines)', 'Printer (Color)', 'Digital Support', 'Exhibition Space', 'Open on Saturdays']",60.245856149999994,24.76924511936696
30,84875, Länsimäen,"Suunnistajankuja 2, 01280 Vantaa",1280,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration']",60.2463462,25.1150379
31,84864, Lauttasaaren,"Pajalahdentie 10 a, 00200 Helsinki",200,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Dogs Prohibited', 'Open on Saturdays', 'Exhibition Display Case']",60.15850105,24.883383381341893
32,86685, Lippulaivan,"Espoonlahdenkatu 8, 02320 Espoo",2320,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', '3D Printers', 'Games', 'Sewing Machines', 'Open on Saturdays']",60.150315,24.6543476
33,84874, Lumon,"Urpiaisentie 14, 01450 Vantaa",1450,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Outdoor Games', 'Exhibition Space', 'Sewing Machines', 'Open on Saturdays']",60.3517602,25.0761713
34,84859, Malmin,"Ala-Malmin tori 1, 00700 Helsinki",700,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'E-Newspaper Tablet', 'Rainbow Shelf', 'Exhibition Space', 'Dogs Prohibited', 'Open on Saturdays']",60.2502645,25.0148191
35,84859, Malmin,"Ala-Malmin tori 1, 00700 Helsinki",700,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Printer (Color)', 'Digital Support', 'Outdoor Games', 'Grill', 'Rainbow Shelf', 'Open on Saturdays']",60.2502645,25.0148191
36,84866, Malminkartanon,"Puustellintie 6, 00410 Helsinki",410,[],60.2457578,24.8594933246224
37,84876, Martinlaakson,"Laajaniityntie 3, 01620 Vantaa",1620,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Outdoor Games', 'Rainbow Shelf', 'Open on Saturdays']",60.2771136,24.8518626
38,84857, Maunulan,"Metsäpurontie 4, 00630 Helsinki",630,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Outdoor Games', 'Rainbow Shelf', 'Ukulele', 'Defibrillator', 'Open on Saturdays']",60.2311143,24.932937504934635
39,84791, Kirjastoauto,"Kulttuuriaukio 2, 02100 Espoo",2100,"['E-Library (e-books, audiobooks, digital magazines)']",60.17786715,24.804541053023737
40,84791, Kirjastoauto,"Kulttuuriaukio 2, 02100 Espoo",2100,"['E-Library (e-books, audiobooks, digital magazines)']",60.17786715,24.804541053023737
41,84791, Kirjastoauto,"Kulttuuriaukio 2, 02100 Espoo",2100,"['E-Library (e-books, audiobooks, digital magazines)', 'Outdoor Games']",60.17786715,24.804541053023737
42,84884, Kirjastoauto,"Rautatieläisenkatu 8, 00520 Helsinki",520,"['E-Library (e-books, audiobooks, digital magazines)']",60.2010556,24.9357177
43,84884, Kirjastoauto,"Rautatieläisenkatu 8, 00520 Helsinki",520,"['E-Library (e-books, audiobooks, digital magazines)']",60.2010556,24.9357177
44,84884, Kirjastoauto,"Rautatieläisenkatu 8, 00520 Helsinki",520,"['E-Library (e-books, audiobooks, digital magazines)', 'Outdoor Games']",60.2010556,24.9357177
45,84926, Kirjastoauto,"Lummetie 4, 01300 Vantaa",1300,"['E-Library (e-books, audiobooks, digital magazines)']",60.29498915,25.0424427211118
46,84926, Kirjastoauto,"Lummetie 4, 01300 Vantaa",1300,"['E-Library (e-books, audiobooks, digital magazines)']",60.29498915,25.0424427211118
47,84926, Kirjastoauto,"Lummetie 4, 01300 Vantaa",1300,"['E-Library (e-books, audiobooks, digital magazines)', 'Outdoor Games']",60.29498915,25.0424427211118
48,86659, Mosaiikin,"Vantaankoskentie 69, 01700 Vantaa",1700,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', '3D Printers', 'Rainbow Shelf', 'Overlock Sewing Machines', 'Exhibition Space', 'Sewing Machines', 'Open on Saturdays']",60.31324565,24.846585416736524
49,84923, Monikielinen,"Kellosilta 9, 00520 Helsinki",520,"['E-Library (e-books, audiobooks, digital magazines)']",60.200837899999996,24.935842010207
50,84867, Munkkiniemen,"Riihitie 22, 00330 Helsinki",330,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Printer (Color)', 'Digital Support', 'Rainbow Shelf', 'Return Slot', 'ToPo Season Tickets', 'School or Daycare Collaboration', 'Open on Saturdays', 'Exhibition Display Case']",60.1968424,24.875806796725662
51,84883, Myllypuron,"Kiviparintie 2, 00920 Helsinki",920,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Printer (Color)', 'Music Room', 'E-Newspaper Reading Devices', 'Exhibition Space', 'Stroller Parking', 'Open on Saturdays']",60.2241817,25.072526429761346
52,84883, Myllypuron,"Kiviparintie 2, 00920 Helsinki",920,"['E-Library (e-books, audiobooks, digital magazines)']",60.2241817,25.072526429761346
53,84755, Myllypuron,"Myllymatkantie 4, 00920 Helsinki",920,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Printer (Color)', 'Music Room', 'E-Newspaper Reading Devices', 'Exhibition Space', 'Stroller Parking', 'Open on Saturdays']",60.224865449999996,25.06410167089437
54,84755, Myllypuron,"Myllymatkantie 4, 00920 Helsinki",920,"['E-Library (e-books, audiobooks, digital magazines)']",60.224865449999996,25.06410167089437
55,84920, Myyrmäen,"Paalutori 3, 01600 Vantaa",1600,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Dogs Prohibited', 'Open on Saturdays']",60.2614028,24.8532949
56,84915, Nöykkiön,"Oxfotintie 4, 02330 Espoo",2330,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Printer (Color)', 'Digital Support', 'Return Slot', 'Open on Saturdays']",60.1676762,24.66352353424438
57,86654, Otaniemen,"Tietotie 6, 02150 Espoo",2150,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Open on Saturdays']",60.1839498,24.8196442
58,84862, Oulunkylän,"Kylänvanhimmantie 27, 00640 Helsinki",640,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Outdoor Games', '3D Printers', 'Rainbow Shelf', 'Ukulele', 'Exhibition Space', 'Open on Saturdays']",60.2281294,24.962596353729815
59,84877, Pähkinärinteen,"Mantelikuja 4, 01710 Vantaa",1710,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Rainbow Shelf']",60.2566971,24.805457783527277
60,84852, Paloheinän,"Paloheinäntie 22, 00670 Helsinki",670,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Quiet Working Space', 'Rainbow Shelf', 'Exhibition Space', 'Dogs Prohibited', 'Defibrillator', 'Open on Saturdays']",60.2493203,24.9411102
61,84924, Pasilan,"Kellosilta 9, 00520 Helsinki",520,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Microfilm/Microcard Readers (Scanning and Printing)', 'Printer (Color)', 'Digital Support', 'Rainbow Shelf', 'Ukulele', 'Helmet Book Storage', 'Exhibition Space', 'Dogs Prohibited', 'Defibrillator', 'Open on Saturdays']",60.200837899999996,24.935842010207
62,84855, Pikku Huopalahden,"Tilkankatu 19, 00300 Helsinki",300,"['E-Library (e-books, audiobooks, digital magazines)']",60.20167395,24.894626707771554
63,84865, Pitäjänmäen,"Jousipolku 1, 00370 Helsinki",370,"['E-Library (e-books, audiobooks, digital magazines)', 'Printer (Color)', 'Digital Support', 'Rainbow Shelf', 'Exhibition Space', 'Open on Saturdays']",60.22613515,24.85984478676282
64,84879, Pohjois-Haagan,"Kaupintie 4, 00440 Helsinki",440,"['E-Library (e-books, audiobooks, digital magazines)', 'Digital Support', 'Outdoor Games', 'Grill', 'Rainbow Shelf', 'E-Newspaper Reading Devices', 'Games', 'Fitness Equipment', 'Open on Saturdays', 'Exhibition Display Case']",60.23228425,24.887607936991763
65,84882, Pointin,"Hagelstamintie 1, 01520 Vantaa",1520,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Exhibition Space']",60.2847732,24.9590102
66,84762, Psykiatriakeskuksen,"Välskärinkatu 12, 00250 Helsinki",250,"['E-Library (e-books, audiobooks, digital magazines)']",60.180016,24.9195258
67,84853, Puistolan,"Nurkkatie 2, 00760 Helsinki",760,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Printer (Color)', 'Digital Support', 'Rainbow Shelf', 'Return Slot', 'Exhibition Space', 'Fitness Equipment', 'Open on Saturdays']",60.270966400000006,25.058285102443463
68,84858, Pukinmäen,"Kenttäkuja 12, 00720 Helsinki",720,"['E-Library (e-books, audiobooks, digital magazines)', 'Printer (Color)', 'Digital Support', 'Rainbow Shelf', 'Return Slot', 'Exhibition Space', 'Fitness Equipment', 'Open on Saturdays']",60.25008205,24.99145403325398
69,84763, Riistavuoren,"Isonnevantie 28, 00320 Helsinki",320,"['E-Library (e-books, audiobooks, digital magazines)']",60.2170624,24.887254457614247
70,84912, Rikhardinkadun,"Rikhardinkatu 3, 00130 Helsinki",130,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Document Disposal', 'Rainbow Shelf', 'Exhibition Space', 'Open on Saturdays']",60.1661606,24.9465374
71,84868, Roihuvuoren,"Roihuvuorentie 2, 00820 Helsinki",820,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Rainbow Shelf', 'Return Slot', 'Open on Saturdays']",60.1948913,25.05168176498398
72,84868, Roihuvuoren,"Roihuvuorentie 2, 00820 Helsinki",820,"['E-Library (e-books, audiobooks, digital magazines)']",60.1948913,25.05168176498398
73,84767, Roihuvuoren,"Punahilkantie 16, 00820 Helsinki",820,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Rainbow Shelf', 'Return Slot', 'Open on Saturdays']",60.20331365,25.06352837863205
74,84767, Roihuvuoren,"Punahilkantie 16, 00820 Helsinki",820,"['E-Library (e-books, audiobooks, digital magazines)']",60.20331365,25.06352837863205
75,86000, Venäjänkielinen,"Leppävaarankatu 9, 02600 Espoo",2600,[],60.2185105,24.8135145
76,84856, Sakarinmäen,"Knutersintie 924, 00890 Helsinki",890,"['E-Library (e-books, audiobooks, digital magazines)']",60.2614918,25.211877974202395
77,84917, Saunalahden,"Brinkinmäentie 1, 02330 Espoo",2330,"['E-Library (e-books, audiobooks, digital magazines)', 'Digital Support', 'Open on Saturdays']",60.16882795,24.614906868843416
78,84925, Sellon,"Leppävaarankatu 9, 02600 Espoo",2600,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Espoo City Service Point', 'Promentor Language Courses', 'Ukulele', 'Return Slot', 'Sewing Machines', 'Open on Saturdays']",60.2185105,24.8135145
79,84871, Suomenlinnan,"Suomenlinna C 31, 00190 Helsinki",190,"['E-Library (e-books, audiobooks, digital magazines)', 'Printer (Color)', 'Digital Support', 'Exhibition Space']",60.14712515,24.986033891173534
80,86407, Suurpellon,"Lillhemtintie 1, 02250 Espoo",2250,"['E-Library (e-books, audiobooks, digital magazines)', 'Open on Saturdays']",60.19084365,24.73709830736979
81,84881, Suutarilan,"Seulastentie 11, 00740 Helsinki",740,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Rainbow Shelf', 'Return Slot']",60.27564925,24.997628562358756
82,84776, Tapanilan,"Hiidenkiventie 21, 00730 Helsinki",730,"['E-Library (e-books, audiobooks, digital magazines)', 'Printer (Color)', 'Digital Support', '3D Printers', 'Rainbow Shelf', 'E-Newspaper Reading Devices', 'Return Slot']",60.265317249999995,25.01782454728331
83,84850, Tapiolan,"Espoon kulttuurikeskus, Kulttuuriaukio 2, 02100 Espoo",2100,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Printer (Color)', 'Digital Support', 'Overlock Sewing Machines', 'Exhibition Space', 'Open on Saturdays']",60.17786715,24.804541053023737
84,84845, Tapulikaupungin,"Ajurinaukio 5, 00750 Helsinki",750,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Printer (Color)', 'Digital Support', 'Outdoor Games', '3D Printers', 'Rainbow Shelf', 'Exhibition Space', 'Sewing Machines', 'Fitness Equipment', 'Open on Saturdays']",60.274554949999995,25.033988286043055
85,84922, Tikkurilan,"Lummetie 4, 01300 Vantaa",1300,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Outdoor Games', 'Quiet Working Space', 'Rainbow Shelf', 'Return Slot', 'Exhibition Space', 'Dogs Prohibited', 'Open on Saturdays']",60.29498915,25.0424427211118
86,84851, Töölön,"Topeliuksenkatu 6, 00250 Helsinki",250,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Outdoor Games', 'Rainbow Shelf', 'Ukulele', 'Return Slot', 'Exhibition Space', 'Fitness Equipment', 'Open on Saturdays']",60.18334745,24.917451367303265
87,84870, Vallilan,"Päijänteentie 5, 00550 Helsinki",550,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Printer (Color)', 'Rainbow Shelf', 'Exhibition Space', 'School or Daycare Collaboration', 'Open on Saturdays', 'Exhibition Display Case']",60.1922199,24.962397209719946
88,84795, Viherlaakson,"Kavallinmäki 15, 02710 Espoo",2710,"['E-Library (e-books, audiobooks, digital magazines)', 'Digital Support', 'Open on Saturdays']",60.2247459,24.7369221
89,84919, Viikin,"Viikinkaari 11, 00790 Helsinki",790,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Printer (Color)', 'Digital Support', 'Cove', 'Rainbow Shelf', 'Hiking Backpack', 'Roman Garden', 'Stroller Parking', 'Dogs Prohibited', 'USB Flash Drives', 'Open on Saturdays']",60.2273463,25.012731
90,84880, Vuosaaren,"Mosaiikkitori 2, 00980 Helsinki",980,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Loanable Sports Equipment', 'Rainbow Shelf', 'Return Slot', 'Open on Saturdays']",60.208876000000004,25.143290618509837
